4847.31804614,5668.29705918,0
4985.92373938,5788.73973467,1
4820.49821162,5897.47238924,2
4789.92235894,5846.46010707,3
5018.22332077,5368.52301864,4
4794.42718410,5230.07370385,5
4537.82592786,5601.99774200,6
4827.09481187,5547.23032513,7
4885.38241607,5478.37423296,8
4988.35489640,5535.81409166,9
4605.00490836,5401.38702006,10
4683.15198261,5259.22689778,11
4722.47557846,5372.22537825,12
4955.45336219,5385.51435601,13
4569.76319661,5695.24672569,14
5214.06041886,5693.49457872,15
5218.89261571,5691.82122647,16
4573.28707269,5535.41419014,17
4741.54348307,5564.83052878,18
5257.06846783,5739.65412344,19
5098.51121680,5885.48007491,20
5165.74330928,5623.01600196,21
5198.26992128,5460.78156413,22
5241.34039726,5622.24696407,23
5209.13273288,5427.45550084,24
4905.05076242,5366.59676662,25
4937.21255488,5452.52933744,26
4955.40522497,5492.29524223,27
5124.96697070,5802.03138342,28
4811.92141456,5633.18647920,29
4620.15764665,5402.39229747,30
5211.73513178,5850.99482255,31
4937.45616407,5933.03161411,32
4926.62021876,5926.07401737,33
4949.87073834,5328.18712577,34
5337.52337725,5625.79276891,35
4985.82532306,5228.42474314,36
4656.83770312,5416.33568324,37
5044.64485185,5698.56184289,38
5075.28653909,5605.13978844,39
4772.50799310,5235.12592317,40
4977.74940876,5425.11133915,41
4821.93646333,5488.53981513,42
5002.85794969,5580.74746591,43
5338.42818841,5447.28445436,44
4674.64702009,5741.27356139,45
4975.52366879,5358.79771554,46
5277.91579015,5279.52944206,47
4493.19565059,5608.85666830,48
5066.46929194,5314.79408129,49
5157.39845290,5312.93813223,50
5249.30687096,5693.83972963,51
4970.62264957,5068.39105440,52
5064.17207924,5108.79771880,53
4815.53222406,5468.74290973,54
4808.31917926,5453.16165322,55
4607.27482945,5299.92352864,56
4675.77315803,5708.61326703,57
5187.49766096,5898.55699056,58
4861.78685657,5215.11912846,59
4825.55350144,5684.94314874,60
4746.90211700,5201.46776344,61
4881.55770848,5480.92654891,62
4630.96304744,5190.44778974,63
4885.29247642,5347.24475680,64
5018.69644793,5442.78853598,65
4683.88048210,5388.23255016,66
5252.40617733,5530.64647411,67
4831.88485616,5712.09252683,68
4758.01549239,5179.28803272,69
4861.70430253,5870.20598416,70
4664.85674694,5425.60675570,71
4899.29941990,5393.80664891,72
4552.46627928,5225.71048181,73
4833.12187302,5742.81708800,74
4652.73735734,5750.73453027,75
4811.11331086,5599.53640982,76
4872.89150072,5703.21589276,77
4839.06091786,5753.40136495,78
4638.70014354,5601.06703327,79
4621.15544469,5531.92391408,80
4863.78224929,5085.94134464,81
5193.15332100,5447.82958862,82
4728.79237664,5679.27839937,83
5070.73743109,5734.49253934,84
4374.57190460,5449.38616565,85
4930.39001602,5674.75938856,86
5112.00449008,5615.27269472,87
4928.20785170,5837.64750249,88
4612.96291070,5797.52558764,89
5169.88112917,5501.27800796,90
4893.69234305,5666.21777681,91
5090.24618440,5928.30731462,92
5205.44225601,5425.04275262,93
4439.97602112,5485.09874265,94
4955.27991049,5609.29977031,95
4711.40797884,5885.49911349,96
4821.64732443,5849.43815503,97
4992.27793781,5313.54477625,98
4922.92097659,5454.31006821,99
